"","code","label","subcategory","feedback","criticality","organization","question","row_index","Sentiment"
"657","sp","Staff","Professionalism/Competence Of Staff","The therapist was often very late to sessions, I would commonly be waiting 15-30 minutes for him to call me. On other occasions we would have a call scheduled in and I would be waiting but the call would never come. I would then hear nothing until the following week when our next appointment was due and he would behave as if nothing had happened. During the sessions the therapist often talked over me, he would ask me a question and then go off on a tangent and not allow me to get a word in. One of the main issues I had was that he didn't take my opinions into account, particularly concerning my ongoing treatment. I felt I was not ready to be discharged from the service but there was a continual pressure for me to do so. The therapist kept bringing this up in our sessions and eventually texted me to tell me that I was being discharged from the service despite my wishes. In the message he explained the reason for this being that he was under pressure from management due to an extensive waiting list, I feel this is an unacceptable reason to discharge someone still in need of support. Over all I feel the lack of care and poor communication has really affected my experience and that the delivery of this type of service should be monitored more closely. I still feel that I am struggling with issues I really need support with. I would like more therapy with a different practitioner, but have now been discharged from the service and and am unsure what my options are.",-4,"Trust A","Trust A - Q1",746,-0.926
"658","xn","Couldn't be improved","Nothing to improve","Considering coronavirus restrictions, very little!",3,"Trust A","Trust A - Q1",747,0
"659","ec","Environment/ facilities","Cleanliness","The single room I was in needed a clean at the edges of the room. There was bits everywhere. The walls could do with a paint, and the coffee was awful.",-2,"Trust A","Trust A - Q1",748,-0.077
"660","cr","Care received","Rules/approach to care","Smashing my door open and handcuffing me, parading me on public streets and forcing useless medication, from Charlatans should never ever be attempted again tarnishing my image on the streets.
Only humiliation after humiliation and paion. Police were called to arrest me. Was handcuffed and paraded on the public streets. I was treated badly more than a murderer bundled into police vans only to be told, I am not well. The medication was wrong, causing shaking and dizziness. I was kept among violent and severely [word redacted] guys. A missed opportunity to treat me in own home, with appropriate medication.  Why would a man a charlatan with travesty call police to forcibly remove one from own house in the name of catatonic or moribund state, which did not exist? The charlatans broke my door twice, further humiliating me like a drug addict I was treated.",-4,"Trust A","Trust A - Q1",749,-0.988
"661","ef","Environment/ facilities","Food","The food is too starchy. Too many chips!! There should be more privacy areas, as curtains provide little privacy.",-3,"Trust A","Trust A - Q1",750,0
"662","dc","Dignity","Involvement: Of Family And Carers","More time with my family, now I am better.",-3,"Trust A","Trust A - Q1",751,0.44
"663","sl","Staff","Staffing levels","The waiting room evironment has improved in looks over the last 18 months, and the reception staff have become a little more welcoming. It would be good if there was always someone available at reception to greet people, and they were able to be more confident and reassuring. It often feels like you shouldn't be there or you have turned up to the wrong place. It would be helpful to know who to contact if the clinician you work with is away.",-3,"Trust A","Trust A - Q1",752,0.958
"664","mm","Communication","Communication","For a start, you need to update the contact number on your webpage for the Community Podiatry service, as this is incorrect (you do get a recorded message of the correct number). When you ring the correct number, you are on hold for a couple of seconds then are told that, due to the high volume of callers, to ring back later and the call ends. You can't even wait in a queue to speak to someone.",-3,"Trust A","Trust A - Q1",753,0.226
"665","xn","Couldn't be improved","Nothing to improve","No, everything was good.",3,"Trust A","Trust A - Q1",754,0.178
"666","cm","Care received","Medication","What an awful, awful letter to receive. Aripiprazole does cause weight gain. So it's ill informed. They want to reduce my antidepressants that keep me stable. So it's dangerous. And also, they blamed past alcohol usage on my weight gain. They blamed me and made me feel awful about myself, which is also dangerous. Further, I requested topiramate as a mood stabiliser for my manic episodes, as well as for my antipsychotics induced weight gain. My mania has not been addressed at all, and I've been suffering since January.",-4,"Trust A","Trust A - Q1",755,-0.919
"667","sl","Staff","Staffing levels","More staff on the ward, they are so short staffed at times.",-3,"Trust A","Trust A - Q1",756,0
"668","ss","Staff","Staff: General","Some staff were more engaging than others.",-2,"Trust A","Trust A - Q1",757,0.401
"669","xn","Couldn't be improved","Nothing to improve","Nothing, all was good.",3,"Trust A","Trust A - Q1",758,-0.341
"670","cc","Care received","Care received","There needs to be more quiet space for patients to go.",-3,"Trust A","Trust A - Q1",759,0
"671","xn","Couldn't be improved","Nothing to improve","No a lot.",3,"Trust A","Trust A - Q1",760,-0.296
"672","cr","Care received","Rules/approach to care","Face to face when possible.",-2,"Trust A","Trust A - Q1",761,0
"673","ss","Staff","Staff: General","Female staff need to pay more attention to patients, instead male staff.",-2,"Trust A","Trust A - Q1",762,-0.103
"674","ss","Staff","Staff: General","More CPN's like Tricia.",-1,"Trust A","Trust A - Q1",764,0.417
"675","co","Care received","1-2-1 care/Time spent with service user","Before therapists have given up on me after a short time.  
Note enough time to build a rapport with patients, more time given to build trust.",-3,"Trust A","Trust A - Q1",765,0.511
"676","xn","Couldn't be improved","Nothing to improve","Nothing, doing everything you can.",3,"Trust A","Trust A - Q1",766,0
"677","xn","Couldn't be improved","Nothing to improve","You cannot, everything 1st class.",3,"Trust A","Trust A - Q1",767,0
"678","xn","Couldn't be improved","Nothing to improve","I am happy with the service we have had.",3,"Trust A","Trust A - Q1",768,0.572
"679","xn","Couldn't be improved","Nothing to improve","I think we go what we needed from the service at the time.",3,"Trust A","Trust A - Q1",769,0
"680","xn","Couldn't be improved","Nothing to improve","No complaints",3,"Trust A","Trust A - Q1",771,0.309
"681","ca","Care received","Activities","Providing a gap between medication and meals. 
Some entrainment between the gaps in the day. 
I would like to go outside more for fresh air.",-3,"Trust A","Trust A - Q1",772,0.622
